Baseline Fear (March 1-7),Crisis Fear (March 8-10),Fear Increase (%),Spike Threshold,First Spike Time,Warning Hours,Peak R0,Average R0
0.01127207432459322,0.010685359420129218,-5.20503048124796,0.0509082917062092,No spike detected,N/A,8.2,1.3275710759693784
