timestamp,Open,High,Low,Close,Volume,returns,volatility,price_change,volume_change,sma_20,sma_50,price_vs_sma20,hour,minute,day_of_week,FEAR_INDEX,GREED_INDEX,ANGER_INDEX,CAPITULATION_INDEX,CONFUSION_INDEX,fear,approval,grief,nervousness,disapproval,annoyance,confusion,realization,disappointment,returns_lag1,returns_lag2,returns_lag3,volatility_lag1,volume_change_lag1,price_vs_sma20_lag1,FEAR_INDEX_lag1,GREED_INDEX_lag1,ANGER_INDEX_lag1,CAPITULATION_INDEX_lag1,CONFUSION_INDEX_lag1,approval_lag1,grief_lag1,nervousness_lag1,fear_lag1,realization_lag1,disapproval_lag1,target
2021-01-04 13:45:00,392.0,392.0,392.0,392.0,399,0.005721322831413467,0.0008198670923257248,2.230000000000018,1.509433962264151,389.92333333333335,389.92333333333335,1.005325833283466,13,45,0,,,,,,,,,,,,,,,0.004561855670103032,,,,-0.20499999999999996,1.0022757370430846,,,,,,,,,,,,-0.015969387755102038
2021-01-04 14:15:00,385.74,385.74,385.74,385.74,123,-0.015969387755102038,0.012202207767662098,-6.259999999999991,-0.6917293233082706,388.8775,388.8775,0.991931906577264,14,15,0,,,,,,,,,,,,,,,0.005721322831413467,0.004561855670103032,,0.0008198670923257248,1.509433962264151,1.005325833283466,,,,,,,,,,,,0.013013947218333488
2021-01-04 14:30:00,385.66,392.0,385.27,390.76,29480,0.013013947218333488,0.012443261813132371,5.019999999999982,238.6747967479675,389.254,389.254,1.0038689390475113,14,30,0,,,,,,,,,,,,,,,-0.015969387755102038,0.005721322831413467,0.004561855670103032,0.012202207767662098,-0.6917293233082706,0.991931906577264,,,,,,,,,,,,-0.008496263691268324
2021-01-04 14:45:00,391.39,391.95,387.0,387.44,18140,-0.008496263691268324,0.01172435111005438,-3.319999999999993,-0.3846675712347354,388.95166666666665,388.95166666666665,0.9961134845374962,14,45,0,,,,,,,,,,,,,,,0.013013947218333488,-0.015969387755102038,0.005721322831413467,0.012443261813132371,238.6747967479675,1.0038689390475113,,,,,,,,,,,,0.0002322940326242584
2021-01-04 15:00:00,391.09,391.09,386.66,387.53,7686,0.0002322940326242584,0.010488303947752388,0.08999999999997499,-0.576295479603087,388.7485714285714,388.7485714285714,0.9968653995972425,15,0,0,,,,,,,,,,,,,,,-0.008496263691268324,0.013013947218333488,-0.015969387755102038,0.01172435111005438,-0.3846675712347354,0.9961134845374962,,,,,,,,,,,,0.00020643563079003613
2021-01-04 15:15:00,387.79,388.48,386.66,387.61,4114,0.00020643563079003613,0.009575447913172984,0.08000000000004093,-0.46474108769190736,388.60625,388.60625,0.99743635106229,15,15,0,,,,,,,,,,,,,,,0.0002322940326242584,-0.008496263691268324,0.013013947218333488,0.010488303947752388,-0.576295479603087,0.9968653995972425,,,,,,,,,,,,-0.001986532855189571
2021-01-04 15:30:00,387.2,388.36,386.0925,386.84,11589,-0.001986532855189571,0.008890085247100481,-0.7700000000000387,1.8169664560038892,388.41,388.41,0.9959578795602584,15,30,0,,,,,,,,,,,,,,,0.00020643563079003613,0.0002322940326242584,-0.008496263691268324,0.009575447913172984,-0.46474108769190736,0.99743635106229,,,,,,,,,,,,-0.0023006927928859167
2021-01-04 15:45:00,386.58,387.46,385.0,385.95,16912,-0.0023006927928859167,0.008341568194874192,-0.8899999999999864,0.4593148675468117,388.164,388.164,0.994296225306829,15,45,0,,,,,,,,,,,,,,,-0.001986532855189571,0.00020643563079003613,0.0002322940326242584,0.008890085247100481,1.8169664560038892,0.9959578795602584,,,,,,,,,,,,-0.004611996372587024
2021-01-04 16:00:00,386.15,386.198,382.7,384.17,16064,-0.004611996372587024,0.00796833674402967,-1.7799999999999727,-0.050141911069063405,387.80090909090904,387.80090909090904,0.9906371826218234,16,0,0,,,,,,,,,,,,,,,-0.0023006927928859167,-0.001986532855189571,0.00020643563079003613,0.008341568194874192,0.4593148675468117,0.994296225306829,,,,,,,,,,,,0.0016398990030455085
2021-01-04 16:15:00,383.765,385.05,383.65,384.8,11479,0.0016398990030455085,0.007600054052916929,0.6299999999999955,-0.28542081673306774,387.5508333333333,387.5508333333333,0.9929020064034612,16,15,0,,,,,,,,,,,,,,,-0.004611996372587024,-0.0023006927928859167,-0.001986532855189571,0.00796833674402967,-0.050141911069063405,0.9906371826218234,,,,,,,,,,,,-0.005353430353430388
2021-01-04 16:30:00,383.9,384.35,382.43,382.74,6910,-0.005353430353430388,0.007368449302103418,-2.0600000000000023,-0.3980311873856608,387.1807692307693,387.1807692307693,0.9885305015546305,16,30,0,,,,,,,,,,,,,,,0.0016398990030455085,-0.004611996372587024,-0.0023006927928859167,0.007600054052916929,-0.28542081673306774,0.9929020064034612,,,,,,,,,,,,0.0015807075299159035
2021-01-04 16:45:00,382.6,383.7225,382.11,383.345,10645,0.0015807075299159035,0.0070941691144472034,0.6050000000000182,0.5405209840810419,386.9067857142857,386.9067857142857,0.9907942019995588,16,45,0,,,,,,,,,,,,,,,-0.005353430353430388,0.0016398990030455085,-0.004611996372587024,0.007368449302103418,-0.3980311873856608,0.9885305015546305,,,,,,,,,,,,-0.007891064185003183
2021-01-04 17:00:00,382.64,383.19,380.1414,380.32,19626,-0.007891064185003183,0.007066981684598749,-3.025000000000034,0.8436824800375764,386.4676666666667,386.4676666666667,0.9840926752820202,17,0,0,,,,,,,,,,,,,,,0.0015807075299159035,-0.005353430353430388,0.0016398990030455085,0.0070941691144472034,0.5405209840810419,0.9907942019995588,,,,,,,,,,,,-0.0009202776609170682
2021-01-04 17:15:00,379.62,380.82,378.75,379.97,7747,-0.0009202776609170682,0.006811058132308284,-0.3499999999999659,-0.6052685213492306,386.0615625,386.0615625,0.9842212665240406,17,15,0,,,,,,,,,,,,,,,-0.007891064185003183,0.0015807075299159035,-0.005353430353430388,0.007066981684598749,0.8436824800375764,0.9840926752820202,,,,,,,,,,,,-0.0005789930784010355
