timestamp,FEAR_INDEX,GREED_INDEX,ANGER_INDEX,CAPITULATION_INDEX,CONFUSION_INDEX,fear,approval,grief,nervousness,disapproval,annoyance,confusion,realization,disappointment
2023-03-02 09:45:00,0.0015704776577560667,0.02426472260896705,0.19256296481518487,0.010024400397384876,0.018604327779813527,0.0008725600145244,0.0870235192985767,0.0005160700178421,0.0006166048371097,0.69815832183001,0.0645745451355383,0.0096731862718304,0.0625969494629026,0.035204910578254
2023-03-04 17:45:00,0.040566435102603736,0.06600294499031482,0.04645724316022293,0.05603589254734727,0.044467793640725076,0.014682501219298,0.186318230861476,0.007260039219059,0.0088313040072693,0.0463277396813135,0.108759418926316,0.0130593317620275,0.150516814980079,0.106783397479743
2023-03-05 02:45:00,0.0016703666586959,0.019954473343868274,0.003998650156229975,0.0022884834215683,0.21835670961615086,0.0016188758756957,0.0568744165585547,0.0004530575053663,0.001042504087827,0.0060393132916397,0.0075083263759166,0.152057656346697,0.0203877223486896,0.0057205267061839
2023-03-06 15:30:00,0.0025360131890605664,0.013425656523806027,0.04109015449885507,0.011897696765338474,0.014643283999850576,0.0005806326049195,0.0265427952800737,0.0006615711438848,0.0009699852732844,0.0674261107430567,0.088979395580854,0.0045919605078643,0.050980778695048,0.0393544760119706
2023-03-06 23:00:00,0.0018334324891908999,0.004608791480778524,0.0119218464579963,0.003983347587232225,0.2265867030765854,0.001448022717554,0.0109130920314841,0.0004019779323322,0.0010255227963315,0.0310599519208517,0.0134165281796867,0.608983110718172,0.0118162587450971,0.0115546925310465
2023-03-07 15:00:00,0.006041190189701733,0.16879066858179984,0.007410233340445426,0.005735074535517075,0.041276788631069046,0.0078533989131622,0.380321378545977,0.0014496964953295,0.0051859613808984,0.0094592166894249,0.0144591869619654,0.020282009308211,0.126447264795814,0.0145752667005628
2023-03-09 12:15:00,0.0071378617288383,0.16267952093732027,0.005548804908327325,0.0057559466797608,0.021601736182172475,0.0054862419369975,0.0906078997627252,0.0023640240100843,0.0074795297566683,0.0042852100542617,0.0131998083690302,0.0093621474789216,0.0492719637024624,0.0094368556505521
2023-03-09 16:00:00,0.11684016106042587,0.021836736097598702,0.03575140756068705,0.14008743231183093,0.02471163996282215,0.031828594276275,0.0402155813993155,0.0112223499701941,0.0141162255997836,0.039922563428118,0.0712799313450599,0.0083668330943596,0.0668801950529783,0.237300193583174
2023-03-09 17:30:00,0.08574522950927416,0.011464619265709651,0.03386075614538905,0.17222508945673498,0.015330130916261876,0.0136513856929438,0.0242269541840668,0.0068102246405759,0.0119733620185887,0.0450992096287949,0.071465920126149,0.0068263535505323,0.0444890311755129,0.443309237632819
2023-03-09 18:00:00,0.023132495107962166,0.07326458444231534,0.0454201992285987,0.04665269618279723,0.05392845732971568,0.0105726169301784,0.204439546734562,0.0055839887364947,0.0046337662827569,0.0529328564286549,0.0967206549893066,0.0155934678102743,0.176993467379676,0.121223757829359
2023-03-09 19:15:00,0.15423678330277515,0.01471521182095045,0.021496288165645923,0.12894622529207103,0.015933242608379874,0.146294306774173,0.032204718677639,0.0070878473848904,0.0897154743082845,0.0278731669718126,0.0428138696714597,0.0073502558020635,0.0481891562792958,0.278592337759402
2023-03-09 19:30:00,0.06393459102977933,0.012498819740163838,0.016600352265287974,0.06534299746650127,0.12767236240523472,0.0629618150534167,0.02598134340196725,0.0051680838813951,0.0178112798338182,0.024982160429331098,0.0274870900926076,0.14610808322422508,0.0294127335719608,0.14211572671494374
2023-03-09 19:45:00,0.0012664808046201333,0.0047177342290789254,0.005752685694441975,0.001337557098018675,0.23383053394551379,0.0014824715989062,0.0102128910365006,0.000427237743829,0.0006409740712509,0.0046055868820835,0.0127741514861421,0.211935932267487,0.0050766879932616,0.0026818579541558
2023-03-09 20:45:00,0.22660169274756098,0.010951985386784715,0.010928423611756163,0.09280262607275452,0.01313031912454965,0.3520641311467677,0.023044311262490298,0.008078995020905,0.08774189727525014,0.0125986038654726,0.019897434256992003,0.0066966823977485,0.0376647146574895,0.11622486576802454
2023-03-09 21:00:00,0.031909145723337536,0.056612947840728095,0.06681040270041885,0.031245480419975775,0.0397456185745663,0.0355815591162446,0.131049570348692,0.0104025077984386,0.0073014542255981,0.0618453476570244,0.100106694719974,0.0418418707476231,0.0745696431715309,0.0539912984028365
2023-03-09 22:00:00,0.06497833144634906,0.016317089392623975,0.022240062937190525,0.16884092112396387,0.027717882531642625,0.0078839350296156,0.036628851096881,0.0055703240895655,0.0106209019848996,0.0307835986431801,0.0498448248520815,0.003862359665821,0.0958990058302256,0.48882716414163
2023-03-09 22:15:00,0.0027611231921387,0.0783866431887188,0.0046470670834222,0.003821603588046075,0.11904702656941568,0.0019893608378985,0.1007633354690164,0.0010115382532568501,0.0016310824904539,0.00645467046956435,0.00737310707519615,0.10675340467042535,0.026670564663175703,0.00855358291377865
2023-03-09 22:30:00,0.0007051638020543,0.02499341573139275,0.0030968904226547,0.0011696997548548,0.09820964546290994,0.0006091869447231,0.0905827542516958,0.0003737485218348,0.000237845594259,0.0055878870157614,0.0040096759528213,0.076369814338007,0.0077474916925349,0.0024020347994683
2023-03-09 22:45:00,0.018357030876352275,0.07405880337878852,0.057981130500599366,0.018034750329722817,0.03964532100047389,0.022896378454937832,0.16751501296008367,0.006381969785048034,0.0047200981156860335,0.035994966406770405,0.08344379242953491,0.047741127113879865,0.057079543160768936,0.03376374448792616
2023-03-09 23:45:00,0.021546543686832068,0.035859903393461526,0.08398613650045558,0.06619489658787786,0.047549751227109145,0.0073881167511492,0.0992682387953813,0.0039522559700071,0.0049565561037574,0.232749808550318,0.0829481648770068,0.0559390333094341,0.11845963132033,0.203848283837809
2023-03-10 00:30:00,0.096751886239917,0.007969463532900501,0.022862000640976474,0.19374211254772716,0.00657906040632345,0.0155395173362604,0.0118260908796474,0.0034906236091367,0.0313570904643646,0.0423257830207766,0.0416871649933892,0.0073134018453715,0.0150550438450651,0.516942780346661
2023-03-10 01:00:00,0.02702656199636433,0.06033254124241423,0.06025440885087352,0.04739342432912912,0.06172008079676562,0.010549433881564,0.207889509751938,0.0049891471453626,0.0056482768322041,0.110303307362915,0.10352115819523,0.0155816303674436,0.222637087994706,0.113212601261075
2023-03-10 02:00:00,0.0010218617115524999,0.00347648814945305,0.005033972346145226,0.001311368135036525,0.23691085177315663,0.0011075218791969,0.0049359206631948,0.0003136010755953,0.0005802386274688,0.0042452234897337,0.0114682097656692,0.220577028911352,0.0032710421233896,0.0030007895973198
