timestamp,Open,High,Low,Close,Volume
2023-03-07 14:29:00,280.29,280.29,280.29,280.29,381
2023-03-07 14:30:00,280.39,280.91,279.46,280.91,3597
2023-03-07 14:31:00,279.41,279.64,278.23,279.47,2811
2023-03-07 14:32:00,279.0,279.365,278.56,279.05,23029
2023-03-07 14:34:00,279.76,282.48,279.76,281.78,1801
2023-03-07 14:35:00,281.09,281.15,280.16,281.15,989
2023-03-07 14:36:00,281.45,281.45,281.45,281.45,325
2023-03-07 14:37:00,282.0323,282.0323,282.0323,282.0323,616
2023-03-07 14:39:00,283.08,283.08,281.44,281.44,392
2023-03-07 14:41:00,281.43,281.64,281.25,281.25,2148
2023-03-07 14:42:00,280.91,280.91,280.41,280.41,1499
2023-03-07 14:43:00,280.42,280.9,280.42,280.7,912
2023-03-07 14:44:00,280.7696,280.95,280.7696,280.95,401
2023-03-07 14:45:00,280.7,281.13,280.7,281.13,585
2023-03-07 14:46:00,281.9199,281.9199,281.9199,281.9199,101
2023-03-07 14:48:00,281.14,281.14,281.14,281.14,160
2023-03-07 14:50:00,281.15,281.15,280.91,280.93,820
2023-03-07 14:51:00,281.01,281.16,280.55,280.57,3218
2023-03-07 14:52:00,281.105,281.25,281.095,281.14,554
2023-03-07 14:53:00,280.9,280.91,280.7,280.905,2833
2023-03-07 14:55:00,281.59,281.62,281.59,281.62,284
2023-03-07 14:56:00,281.455,281.62,281.16,281.16,814
2023-03-07 15:00:00,281.24,281.24,279.69,279.69,6922
2023-03-07 15:01:00,279.05,279.6,277.79,278.405,15911
2023-03-07 15:02:00,278.24,278.24,277.67,277.67,1011
2023-03-07 15:03:00,277.65,277.7,276.97,276.97,1605
2023-03-07 15:04:00,277.0,277.655,277.0,277.03,4638
2023-03-07 15:05:00,277.0,277.17,276.99,277.05,5076
2023-03-07 15:06:00,277.0,277.0,277.0,277.0,768
2023-03-07 15:07:00,276.53,276.53,276.335,276.335,2925
2023-03-07 15:08:00,276.19,276.34,276.0,276.0,3569
2023-03-07 15:09:00,276.0,276.24,276.0,276.24,849
2023-03-07 15:10:00,276.22,276.29,276.0,276.03,1882
2023-03-07 15:11:00,276.0,276.945,275.58,276.945,4892
2023-03-07 15:12:00,277.43,277.66,277.43,277.66,951
2023-03-07 15:13:00,277.51,277.52,277.4,277.4,834
2023-03-07 15:14:00,277.65,277.65,277.615,277.615,1260
2023-03-07 15:15:00,277.28,277.28,276.46,276.46,3515
2023-03-07 15:16:00,276.6,276.725,276.495,276.725,1442
2023-03-07 15:17:00,277.29,278.03,277.29,277.465,4457
2023-03-07 15:18:00,277.465,277.465,277.0,277.0,1838
2023-03-07 15:19:00,277.16,277.22,277.16,277.22,580
2023-03-07 15:20:00,277.285,277.285,277.0,277.0,1336
2023-03-07 15:21:00,277.21,277.43,277.15,277.235,2094
2023-03-07 15:22:00,277.385,277.84,277.2,277.745,2080
2023-03-07 15:23:00,278.0,278.88,278.0,278.88,2232
2023-03-07 15:24:00,278.36,278.36,278.0,278.0,588
2023-03-07 15:25:00,277.6,277.67,277.6,277.67,230
2023-03-07 15:26:00,277.03,277.88,277.03,277.17,3419
2023-03-07 15:27:00,277.18,277.27,277.17,277.27,560
2023-03-07 15:28:00,276.8,276.8,276.8,276.8,140
2023-03-07 15:30:00,276.94,277.42,276.94,277.42,1554
2023-03-07 15:31:00,277.87,278.045,277.87,278.01,1737
2023-03-07 15:32:00,277.77,277.77,277.71,277.71,568
2023-03-07 15:33:00,278.0,278.84,278.0,278.84,719
2023-03-07 15:34:00,278.24,278.24,278.2,278.2,456
2023-03-07 15:35:00,278.33,278.67,278.25,278.67,917
2023-03-07 15:38:00,278.62,278.63,277.9925,277.9925,716
2023-03-07 15:39:00,277.85,277.85,277.72,277.72,438
2023-03-07 15:41:00,277.47,277.51,277.13,277.51,2330
2023-03-07 15:42:00,277.55,277.55,277.5,277.5,468
2023-03-07 15:43:00,277.565,277.565,277.27,277.27,522
2023-03-07 15:44:00,277.13,277.14,276.74,276.75,8342
2023-03-07 15:45:00,277.23,277.23,277.17,277.17,887
2023-03-07 15:46:00,277.18,277.24,277.165,277.24,636
2023-03-07 15:47:00,277.43,278.01,277.43,277.635,1289
2023-03-07 15:48:00,277.545,277.545,277.545,277.545,266
2023-03-07 15:49:00,278.0,278.06,277.64,277.64,476
2023-03-07 15:50:00,277.12,277.12,277.0,277.0,1064
2023-03-07 15:51:00,277.0,277.0,277.0,277.0,546
2023-03-07 15:54:00,276.27,276.64,276.27,276.64,1172
2023-03-07 15:55:00,276.7,276.7,276.7,276.7,1726
2023-03-07 15:56:00,276.39,276.92,276.39,276.92,3694
2023-03-07 15:57:00,277.0,277.0,277.0,277.0,333
2023-03-07 15:58:00,276.405,276.405,276.405,276.405,339
2023-03-07 15:59:00,275.89,276.135,275.89,276.0,3232
2023-03-07 16:00:00,276.0,276.0,276.0,276.0,647
2023-03-07 16:03:00,277.28,277.38,276.735,277.38,881
2023-03-07 16:04:00,276.72,277.17,276.72,277.17,368
2023-03-07 16:05:00,277.33,277.47,277.17,277.47,1078
2023-03-07 16:06:00,277.23,277.23,277.23,277.23,167
2023-03-07 16:09:00,276.53,276.65,276.53,276.65,356
2023-03-07 16:10:00,277.18,277.26,277.18,277.26,703
2023-03-07 16:14:00,276.44,276.44,276.44,276.44,506
2023-03-07 16:15:00,276.8,276.98,276.8,276.95,807
2023-03-07 16:17:00,276.695,277.08,276.695,277.055,517
2023-03-07 16:18:00,276.51,276.89,276.3146,276.89,1302
2023-03-07 16:21:00,275.93,275.93,275.93,275.93,222
2023-03-07 16:27:00,276.3,276.385,276.3,276.385,838
2023-03-07 16:29:00,275.55,275.55,275.55,275.55,213
2023-03-07 16:30:00,275.84,275.88,275.5,275.5,1355
2023-03-07 16:31:00,275.31,275.4,275.31,275.4,941
2023-03-07 16:33:00,275.15,275.15,275.0,275.0,1510
2023-03-07 16:35:00,275.0,275.37,275.0,275.32,1930
2023-03-07 16:36:00,275.42,275.57,275.42,275.57,506
2023-03-07 16:37:00,275.275,275.275,275.15,275.15,414
2023-03-07 16:38:00,275.0,275.32,275.0,275.32,692
2023-03-07 16:40:00,275.19,275.19,275.19,275.19,282
2023-03-07 16:41:00,275.0,275.0,275.0,275.0,1289
2023-03-07 16:42:00,275.41,275.41,275.41,275.41,376
2023-03-07 16:43:00,275.375,275.74,275.375,275.74,944
2023-03-07 16:44:00,275.96,275.96,275.96,275.96,539
2023-03-07 16:45:00,275.66,275.66,275.66,275.66,268
2023-03-07 16:48:00,276.11,276.11,276.11,276.11,304
2023-03-07 16:50:00,276.4,276.65,275.9839,275.9839,1736
2023-03-07 16:51:00,276.33,276.67,276.33,276.67,755
2023-03-07 16:52:00,276.61,276.61,275.94,275.94,587
2023-03-07 16:57:00,275.045,275.045,275.045,275.045,148
2023-03-07 17:03:00,274.86,275.085,274.86,275.085,638
2023-03-07 17:04:00,275.085,275.2,274.89,275.165,3976
2023-03-07 17:05:00,274.86,274.86,274.86,274.86,634
2023-03-07 17:06:00,275.25,275.44,275.25,275.25,1243
2023-03-07 17:07:00,275.125,275.25,275.125,275.23,852
2023-03-07 17:08:00,275.25,275.25,275.25,275.25,283
2023-03-07 17:09:00,275.075,275.42,275.075,275.225,1446
2023-03-07 17:10:00,275.3886,275.3886,275.0,275.195,4797
2023-03-07 17:11:00,274.97,274.97,274.97,274.97,873
2023-03-07 17:13:00,274.8925,274.8925,274.8925,274.8925,295
2023-03-07 17:14:00,274.73,274.73,274.64,274.64,652
2023-03-07 17:15:00,274.2,274.2,274.2,274.2,229
2023-03-07 17:16:00,274.47,275.05,274.47,274.955,2632
2023-03-07 17:17:00,275.1625,275.321,274.85,275.12,5103
2023-03-07 17:18:00,275.4,275.85,275.25,275.85,1502
2023-03-07 17:19:00,276.149,276.69,276.149,276.69,1341
2023-03-07 17:20:00,278.18,278.18,278.18,278.18,1106
2023-03-07 17:22:00,276.51,276.51,276.51,276.51,247
2023-03-07 17:25:00,276.94,276.95,276.94,276.95,480
2023-03-07 17:26:00,277.0,277.0,276.995,276.995,555
2023-03-07 17:27:00,277.275,277.56,277.27,277.46,2985
2023-03-07 17:28:00,277.3,277.38,277.01,277.28,4531
2023-03-07 17:29:00,277.29,277.3,277.08,277.22,3391
2023-03-07 17:31:00,277.42,277.5,276.9,276.99,3381
2023-03-07 17:32:00,276.94,277.28,276.9,276.9,970
2023-03-07 17:33:00,276.9,276.9,276.9,276.9,298
2023-03-07 17:34:00,276.785,276.785,276.57,276.57,399
2023-03-07 17:35:00,276.93,277.07,276.775,276.775,552
2023-03-07 17:36:00,276.69,276.95,276.64,276.88,2986
2023-03-07 17:37:00,276.75,276.78,276.62,276.75,881
2023-03-07 17:38:00,276.73,276.75,276.44,276.75,1255
2023-03-07 17:39:00,276.78,276.93,276.78,276.93,611
2023-03-07 17:40:00,276.795,276.795,276.795,276.795,172
2023-03-07 17:41:00,276.8,276.8,276.56,276.8,1801
2023-03-07 17:42:00,276.78,276.8,276.47,276.57,3847
2023-03-07 17:43:00,276.6181,276.6181,276.32,276.52,4984
2023-03-07 17:44:00,276.8,276.93,276.78,276.93,1792
2023-03-07 17:45:00,276.87,277.16,276.775,277.14,5934
2023-03-07 17:49:00,277.12,277.33,277.0,277.165,5981
2023-03-07 17:50:00,276.94,277.195,276.81,277.03,4748
2023-03-07 17:51:00,276.75,276.75,276.4501,276.4501,2876
2023-03-07 17:52:00,276.4891,276.69,276.3201,276.69,4122
2023-03-07 17:53:00,276.6384,276.6384,276.6384,276.6384,135
2023-03-07 17:54:00,276.32,276.389,276.32,276.389,2581
2023-03-07 17:55:00,276.15,276.16,276.15,276.16,1015
2023-03-07 17:57:00,276.07,276.07,276.07,276.07,172
2023-03-07 17:58:00,275.89,276.21,275.89,276.0,3652
2023-03-07 17:59:00,276.0,276.2,275.99,276.12,3770
2023-03-07 18:00:00,275.8,275.82,275.0,275.0,6154
2023-03-07 18:02:00,275.31,275.32,275.16,275.16,1176
2023-03-07 18:04:00,275.03,275.64,275.03,275.5,5089
2023-03-07 18:05:00,275.335,275.54,275.33,275.47,18939
2023-03-07 18:06:00,275.45,275.61,275.035,275.09,32711
2023-03-07 18:07:00,275.0,275.54,274.94,275.54,2272
2023-03-07 18:08:00,275.35,275.35,275.35,275.35,163
2023-03-07 18:09:00,275.58,275.72,275.57,275.57,1636
2023-03-07 18:12:00,275.25,275.435,274.96,275.21,4124
2023-03-07 18:13:00,275.4,275.4,275.39,275.39,966
2023-03-07 18:14:00,275.38,275.38,275.345,275.345,251
2023-03-07 18:15:00,275.5,275.68,275.26,275.64,3252
2023-03-07 18:16:00,275.71,275.71,275.485,275.485,2029
2023-03-07 18:17:00,275.495,275.5,275.495,275.5,229
2023-03-07 18:18:00,275.44,275.45,275.44,275.45,218
2023-03-07 18:19:00,275.5,275.5,274.98,274.98,12676
2023-03-07 18:20:00,275.195,275.45,275.195,275.4104,4796
2023-03-07 18:21:00,275.415,275.42,274.77,275.155,2921
2023-03-07 18:22:00,275.12,275.12,274.99,274.99,265
2023-03-07 18:23:00,275.06,275.27,274.95,274.95,1437
2023-03-07 18:24:00,274.994,274.994,274.815,274.825,1332
2023-03-07 18:26:00,274.95,275.35,274.95,275.35,2320
2023-03-07 18:27:00,275.11,275.32,275.11,275.3,1267
2023-03-07 18:28:00,275.37,275.42,275.3,275.31,1052
2023-03-07 18:30:00,275.365,275.56,275.26,275.51,6379
2023-03-07 18:31:00,275.54,275.54,275.54,275.54,577
2023-03-07 18:32:00,275.71,275.77,275.65,275.725,1999
2023-03-07 18:33:00,275.67,275.72,275.57,275.72,1257
2023-03-07 18:34:00,275.66,275.71,275.66,275.67,1084
2023-03-07 18:35:00,275.37,275.37,274.9,275.0,6020
2023-03-07 18:36:00,275.205,275.37,275.04,275.06,2332
2023-03-07 18:37:00,275.235,275.43,275.235,275.43,467
2023-03-07 18:38:00,274.66,274.66,273.82,273.82,1742
2023-03-07 18:39:00,273.47,273.47,273.47,273.47,196
2023-03-07 18:40:00,273.555,273.555,273.52,273.52,577
2023-03-07 18:41:00,273.22,273.22,273.22,273.22,270
2023-03-07 18:42:00,272.91,273.64,272.91,273.53,5509
2023-03-07 18:43:00,273.38,274.25,273.38,273.91,7481
2023-03-07 18:44:00,273.795,273.95,273.51,273.95,1118
2023-03-07 18:45:00,273.85,273.85,273.85,273.85,436
2023-03-07 18:46:00,273.48,273.48,273.01,273.01,938
2023-03-07 18:48:00,273.02,273.45,272.97,273.205,9553
2023-03-07 18:49:00,273.14,273.31,272.93,273.07,14999
2023-03-07 18:50:00,273.155,273.155,273.155,273.155,259
2023-03-07 18:51:00,273.16,273.34,273.03,273.29,1177
2023-03-07 18:52:00,273.4,273.58,273.1,273.1,2487
2023-03-07 18:53:00,272.775,272.775,272.775,272.775,275
2023-03-07 18:54:00,272.81,272.81,272.81,272.81,149
2023-03-07 18:55:00,272.24,272.24,272.14,272.2,1218
2023-03-07 18:56:00,272.18,272.65,272.18,272.52,2269
2023-03-07 18:57:00,272.77,272.99,272.61,272.89,2477
2023-03-07 18:58:00,273.015,273.0175,273.015,273.0175,319
2023-03-07 18:59:00,273.03,273.29,273.03,273.29,527
2023-03-07 19:00:00,272.99,273.555,272.9,272.99,6690
2023-03-07 19:01:00,273.01,273.46,272.86,272.93,3118
2023-03-07 19:03:00,273.2,273.2,272.83,272.83,1167
2023-03-07 19:06:00,272.49,272.95,272.49,272.95,2451
2023-03-07 19:08:00,272.94,272.94,272.84,272.84,815
2023-03-07 19:10:00,272.7,272.7,272.7,272.7,145
2023-03-07 19:12:00,272.66,272.66,272.66,272.66,730
2023-03-07 19:13:00,272.74,272.74,272.63,272.725,454
2023-03-07 19:16:00,272.49,272.74,272.49,272.74,880
2023-03-07 19:17:00,272.56,272.56,272.56,272.56,115
2023-03-07 19:18:00,272.52,272.52,272.52,272.52,277
2023-03-07 19:19:00,272.2,272.56,272.2,272.53,1631
2023-03-07 19:20:00,272.4804,272.5,272.4804,272.5,412
2023-03-07 19:21:00,272.25,272.25,272.24,272.24,875
2023-03-07 19:22:00,272.05,272.05,272.02,272.02,5056
2023-03-07 19:23:00,272.04,272.32,271.985,272.32,4243
2023-03-07 19:24:00,272.175,272.35,272.175,272.31,801
2023-03-07 19:25:00,272.09,272.09,271.95,271.95,748
2023-03-07 19:26:00,271.99,271.99,271.99,271.99,163
2023-03-07 19:28:00,271.98,272.27,271.98,272.03,5052
2023-03-07 19:29:00,272.0,272.33,271.99,272.33,3128
2023-03-07 19:30:00,272.34,272.39,272.34,272.39,1115
2023-03-07 19:31:00,272.09,272.145,272.09,272.145,514
2023-03-07 19:32:00,272.07,272.07,271.27,271.27,19576
2023-03-07 19:33:00,271.26,271.26,271.0,271.0,945
2023-03-07 19:34:00,271.0001,271.41,270.99,271.335,3661
2023-03-07 19:35:00,271.406,271.406,271.406,271.406,318
2023-03-07 19:36:00,271.4202,271.4202,271.25,271.25,655
2023-03-07 19:37:00,271.15,271.46,271.15,271.3,5396
2023-03-07 19:39:00,271.16,271.16,271.05,271.05,489
2023-03-07 19:40:00,271.03,271.03,271.03,271.03,360
2023-03-07 19:41:00,271.03,271.03,270.99,270.99,553
2023-03-07 19:42:00,270.83,270.83,270.83,270.83,314
2023-03-07 19:43:00,270.74,270.74,270.63,270.63,989
2023-03-07 19:46:00,270.52,270.57,269.99,269.99,2488
2023-03-07 19:47:00,269.92,270.51,269.92,270.51,3917
2023-03-07 19:48:00,270.365,270.365,270.02,270.245,2911
2023-03-07 19:49:00,270.36,270.36,270.36,270.36,665
2023-03-07 19:51:00,270.15,270.15,269.63,269.76,10435
2023-03-07 19:52:00,269.61,269.79,269.61,269.645,1048
2023-03-07 19:53:00,269.9,270.06,269.9,270.06,949
2023-03-07 19:54:00,270.02,270.02,270.02,270.02,301
2023-03-07 19:55:00,269.93,269.97,269.87,269.87,1242
2023-03-07 19:56:00,269.91,269.91,269.91,269.91,464
2023-03-07 19:57:00,269.74,269.74,269.74,269.74,631
2023-03-07 19:58:00,269.79,269.79,269.79,269.79,634
2023-03-07 20:00:00,269.8,270.09,269.79,270.09,2318
2023-03-07 20:01:00,270.1442,270.29,269.94,269.9441,2729
2023-03-07 20:02:00,269.81,269.825,269.78,269.825,1029
2023-03-07 20:03:00,269.88,270.0,269.7,269.7,728
2023-03-07 20:04:00,269.705,269.705,269.43,269.43,1000
2023-03-07 20:05:00,269.43,269.63,269.43,269.63,822
