timestamp,Open,High,Low,Close,Volume
2023-03-01 14:30:00,284.64,286.97,282.32,285.01,19925.0
2023-03-01 14:45:00,285.635,286.13,284.07,284.36,10633.0
2023-03-01 15:00:00,285.03,285.34,281.005,281.005,17770.0
2023-03-01 15:15:00,281.24,283.26,281.21,282.11,18135.0
2023-03-01 15:30:00,282.0,283.27,280.56,282.88,25352.0
2023-03-01 15:45:00,283.24,283.75,282.23,282.96,15555.0
2023-03-01 16:00:00,282.73,282.73,280.09,281.17,20489.0
2023-03-01 16:15:00,281.13,282.225,280.44,281.88,13026.0
2023-03-01 16:30:00,281.98,282.73,281.69,282.595,10845.0
2023-03-01 16:45:00,282.755,283.46,282.43,282.99,14436.0
2023-03-01 17:00:00,282.9,284.37,282.65,283.58,12218.0
2023-03-01 17:15:00,283.55,284.41,283.39,283.99,9994.0
2023-03-01 17:30:00,284.255,284.67,283.35,284.67,5868.0
2023-03-01 17:45:00,284.69,284.98,283.42,283.62,4838.0
2023-03-01 18:00:00,283.6001,283.9,283.24,283.49,4403.0
2023-03-01 18:15:00,283.71,283.71,282.69,282.69,7156.0
2023-03-01 18:30:00,282.43,283.03,282.25,282.48,3519.0
2023-03-01 18:45:00,282.395,282.71,281.88,282.29,5634.0
2023-03-01 19:00:00,282.03,282.62,281.69,282.35,7361.0
2023-03-01 19:15:00,282.585,282.585,281.47,281.47,7612.0
2023-03-01 19:30:00,281.45,281.88,281.11,281.49,8093.0
2023-03-01 19:45:00,281.49,281.67,280.73,281.35,8542.0
2023-03-01 20:00:00,281.35,282.58,281.35,282.48,9683.0
2023-03-01 20:15:00,282.48,282.73,281.82,281.92,10593.0
2023-03-01 20:30:00,282.21,283.17,282.21,283.065,13797.0
2023-03-01 20:45:00,283.13,284.225,282.92,283.19,57359.0
2023-03-01 21:00:00,283.03,283.03,283.03,283.03,5238.0
2023-03-02 12:45:00,280.0,280.0,280.0,280.0,616.0
2023-03-02 14:30:00,276.39,278.33,270.35,270.8,61722.0
2023-03-02 14:45:00,270.685,273.07,269.425,271.56,93562.0
2023-03-02 15:00:00,272.175,276.8,272.17,274.565,15541.0
2023-03-02 15:15:00,274.82,275.6194,272.0777,273.86,21055.0
2023-03-02 15:30:00,274.12,275.6087,273.51,273.51,7896.0
2023-03-02 15:45:00,273.72,275.12,273.72,274.87,8449.0
2023-03-02 16:00:00,273.895,274.68,273.38,273.385,12034.0
2023-03-02 16:15:00,274.24,274.53,273.42,273.57,9443.0
2023-03-02 16:30:00,273.55,273.55,272.03,272.07,7859.0
2023-03-02 16:45:00,272.23,272.4399,271.0,272.0,9954.0
2023-03-02 17:00:00,272.21,272.26,270.8801,270.8801,14665.0
2023-03-02 17:15:00,271.19,271.3,270.1,271.035,20665.0
2023-03-02 17:30:00,271.4,273.11,271.4,272.025,16442.0
2023-03-02 17:45:00,271.98,273.67,270.35,273.305,46274.0
2023-03-02 18:00:00,273.215,273.3,271.86,272.06,14002.0
2023-03-02 18:15:00,272.03,272.13,270.95,271.54,84676.0
2023-03-02 18:30:00,271.54,273.2,271.52,272.0598,17911.0
2023-03-02 18:45:00,271.9,274.85,271.535,274.775,19433.0
2023-03-02 19:00:00,274.98,276.567,274.26,274.26,16818.0
2023-03-02 19:15:00,274.21,275.2675,273.87,274.8711,10191.0
2023-03-02 19:30:00,275.075,275.24,273.94,274.6,15576.0
2023-03-02 19:45:00,274.44,275.25,274.33,275.02,21922.0
2023-03-02 20:00:00,275.28,275.4,273.93,275.0029,11043.0
2023-03-02 20:15:00,275.07,275.79,274.895,275.46,14170.0
2023-03-02 20:30:00,275.08,277.44,275.08,276.84,32725.0
2023-03-02 20:45:00,276.75,277.4,276.02,277.17,57230.0
2023-03-02 21:00:00,277.17,277.17,277.17,277.17,13486.0
2023-03-02 21:30:00,276.5,276.5,276.5,276.5,800.0
2023-03-02 21:45:00,274.99,274.99,274.99,274.99,215.0
2023-03-03 14:00:00,276.79,276.79,276.79,276.79,140.0
2023-03-03 14:15:00,279.48,279.48,279.48,279.48,550.0
2023-03-03 14:30:00,280.34,280.34,277.86,278.935,13350.0
2023-03-03 14:45:00,279.49,282.44,279.435,281.25,14868.0
2023-03-03 15:00:00,281.635,281.635,279.24,280.49,18663.0
2023-03-03 15:15:00,280.8,282.42,280.4769,281.65,18656.0
2023-03-03 15:30:00,281.5,281.65,280.42,281.23,9458.0
2023-03-03 15:45:00,281.19,281.42,280.26,280.295,7824.0
2023-03-03 16:00:00,280.55,280.99,280.37,280.65,6954.0
2023-03-03 16:15:00,280.66,281.08,280.52,280.77,8425.0
2023-03-03 16:30:00,281.03,281.1666,280.28,280.58,13002.0
2023-03-03 16:45:00,280.59,282.17,280.59,281.56,13434.0
2023-03-03 17:00:00,281.7511,282.5,281.5501,282.295,5480.0
2023-03-03 17:15:00,282.18,282.255,281.97,282.18,4647.0
2023-03-03 17:30:00,282.12,282.85,282.02,282.7,11028.0
2023-03-03 17:45:00,282.77,283.985,282.77,283.74,4367.0
2023-03-03 18:00:00,283.69,283.69,283.31,283.38,8258.0
2023-03-03 18:15:00,283.24,283.35,282.43,282.51,3977.0
2023-03-03 18:30:00,282.66,282.66,282.41,282.4903,2913.0
2023-03-03 18:45:00,282.41,282.43,281.85,281.87,8517.0
2023-03-03 19:00:00,281.75,283.71,281.75,283.65,12743.0
2023-03-03 19:15:00,283.99,284.78,283.76,284.55,21636.0
2023-03-03 19:30:00,284.62,285.185,284.43,284.7,8806.0
2023-03-03 19:45:00,284.67,284.95,284.24,284.48,6225.0
